username;created_at;full_text;label
ArdieSuhardi321;Sat Dec 28 04:52:46 +0000 2024;M. SAID DIDU REMPANG YANG KAU RAMPOK....‼️ #TurunkanPaksaFufufafa #TurunkanPaksaFufufafa 🆘🆗 https://t.co/tNXT7P5rEY;intoleran
ArdieSuhardi321;Fri Dec 27 02:51:11 +0000 2024;NGGAK RELA JABATAN PRABOWO DIBERIKAN PADA FUFUFAFA PEMIMPIN DUNGU BIN IDIOT... KESEHATAN MAKIN MENURUN DOKTER TIFA GIMANA KALAU PRABOWO DIGANTIKAN PEMIMPIN DUNGU....‼️ #JokowiBencanaNasional #JokowiBencanaNasional 🆘🆗 https://t.co/YQTFVPUdO7;intoleran
ArdieSuhardi321;Thu Dec 26 03:30:08 +0000 2024;KPK JADI ALAT UNTUK MEMBANTAI ORANG.... USKUP AGUNG KATEDRAL SINGGUNG KERAS KPK KPK DIJADIKAN ALAT UNTUK MENJEGAL ORANG....‼️ #JokowiRajaSprindik #JokowiRajaSprindik 🆘🆗 https://t.co/LXdIg0skFX;intoleran
ArdieSuhardi321;Tue Dec 24 04:45:50 +0000 2024;DUNIA UDAH TERBALIK... BUKANNYA PEMERINTAH YANG MEMBERIKAN KESEJAHTERAAN BAGIBRAKYAT INI MALAH RAKYAT YG SUAPI PEMERINTAH.. BANYAK RAKYAT YANG BISA JADI PRESIDEN KALAU CUMA KERJANYA MALAKIN RAKYAT DENGAN MENAIKKAN PAJAK...‼️ #GantungJokowiFufufafa #GantungJokowiFufufafa 🆘🆗 https://t.co/VCZ3ihdWv1;intoleran
ArdieSuhardi321;Tue Dec 24 03:54:56 +0000 2024;RUSAK... WAPRES FUFUFAFA OTAKNYA SINTING DAN BODOH... BAPAK INI MENGATAKAN PEMIMPIN YANG SEKARANG ITU OTAKNYA SINTING DAN BODOH....‼️ #GantungJokowiFufufafa #GantungJokowiFufufafa #ParcokSemakinBeringas 🆘🆗 https://t.co/rlsItK7hzc;intoleran
ArdieSuhardi321;Mon Dec 23 05:29:34 +0000 2024;BANGSAT - BANGSAT PENGKHIANAT NEGARA... BIKIN BERITA PALSU ITU BERAT DAN BERESIKO.. BIAR KAMI SAJA....‼️ #ParcokSemakinBeringas #ParcokSemakinBeringas 🆘🆗 https://t.co/a12PA6njRn;intoleran
ArdieSuhardi321;Sat Dec 21 04:02:20 +0000 2024;PEMERINTAHAN PRABOWO HANYA OMON OMON.... PEMERINTAH ITU KALAU SOAL NARIK UTANG NARIK PAJAK NOMOR WAHID.... TAPI KALAU SOAL MENSEJAHTERAKAN MASYARAKATNYA ANJLOK ALIAS HANYA OMON OMON....‼️ #PartaiCoklatTeroris #PartaiCoklatTeroris #JokowiGibranMemalukan 🆘🆗 https://t.co/iF143JpMOJ;intoleran
ArdieSuhardi321;Sat Dec 21 03:47:00 +0000 2024;PEMERINTAH MEMERAS RAKYAT KECIL.... AHOK : JANGAN PAJAKIN RAKYAT KECIL HARUSNYA PEJABAT YANG KENA PAJAK ....‼️ #PartaiCoklatTeroris #PartaiCoklatTeroris #JokowiGibranMemalukan 🆘🆗 https://t.co/LVZPLGd6ZQ;intoleran
ArdieSuhardi321;Fri Dec 20 05:33:30 +0000 2024;MEMALUKAN.... HASTO KRISTIYANTO JOKOWI TANPA DUKUNGAN PARTAI COKLAT BUKAN SIAPA-SIAPA....‼️ #JokowiGibranMemalukan #JokowiGibranMemalukan 🆘🆗 https://t.co/Ne33Xfuwz3;intoleran
ArdieSuhardi321;Wed Dec 18 02:20:02 +0000 2024;KELUARGA JOKOWI PERUSAK DEMOKRASI.... CAPRES ILEGAL... SAATNYA INDONESIA MALU-MALUIN....‼️ #GantungJokowiTangkapAguan #GantungJokowiTangkapAguan 🆘🆗 https://t.co/JF50AVOsm0;intoleran
ArdieSuhardi321;Thu Dec 12 02:40:00 +0000 2024;GIBRAN SI FUFUFAFA KAPAN SADARNYA.... ADA WAKTUNYA GIBRAN SI FUFUFAFA SECARA GENLEMAN MENGUNDURKAN DIRI SEPERTI GUS MIFYAH....‼️ #RakyatDesakCopotKapolri #RakyatDesakCopotKapolri 🆘🆗 https://t.co/cvymlkuNex;intoleran
ArdieSuhardi321;Thu Dec 12 02:34:12 +0000 2024;AGUAN PANIK... PROYEK PIK2 TERANCAM BATAL.... AKHIRNYA AGUAN BUKA BOROK IKN DAN JOKOWI....‼️ #RakyatDesakCopotKapolri #RakyatDesakCopotKapolri 🆘🆗 https://t.co/PswdnlNlaF;intoleran
ArdieSuhardi321;Wed Dec 11 02:26:55 +0000 2024;KEBOHONGAN JOKOWI TERBONGKAR... INVESTOR YANG AKAN MENANAMKAN MODALNYA DI PROYEK IKN HANYALAH PEPESAN KOSONG.... AKHIRNYA AGUAN BICARA SENDIRI BAHWA PROYEK DI IKN HANYA UNTUK METUPI MUKA JOKOWI....‼️ #TangkapJokowiFufufafa #TangkapJokowiFufufafa #JokoWidodoPenipu 🆘🆗 https://t.co/Nue68enQ9i;intoleran
ArdieSuhardi321;Wed Dec 11 02:16:04 +0000 2024;KAMI PARA PETANI DIJAJAH JENDERAL.... PETANI DILANGKAT INI NGADU DAN LAPOR KE PRABOWO KAMI DI JAJAH MEREKA JENDERAL....‼️ #TangkapJokowiFufufafa #TangkapJokowiFufufafa #JokoWidodoPenipu 🆘🆗 https://t.co/zlQWsqs7g1;intoleran
ArdieSuhardi321;Tue Dec 10 02:06:45 +0000 2024;AMBYAR TENAN... UDAH PAKE TEKS MASIH JUGA BELEPOTAN... INIKAH WAPRES TERMUDA DAN KATANYA TERBAIK HASIL PILIHANMU.... GUE PRIBADI OGAH DIPIMPIN ORANG IDIOT KAYAK GINI....‼️ #JokoWidodoPenipu #JokoWidodoPenipu 🆘🆗 https://t.co/2E0783ZRQt;intoleran
ArdieSuhardi321;Tue Dec 10 01:57:14 +0000 2024;PARA PENIPU PENDUSTA BERTEMU.... TIBA-TIBA JOKOWI DAN KAPOLRI DATANG KE RUMAH GUS MIFTAH ADA RENCANA BUSUK APA LAGI....‼️ #JokoWidodoPenipu #JokoWidodoPenipu 🆘🆗 https://t.co/RHadqs3sVC;intoleran
ArdieSuhardi321;Sun Dec 08 02:48:52 +0000 2024;IJAZAH SMA GIBRAN MANA... NETIZEN BONGKAR DATA GIBRAN TERNYATA CUMA SEKOLAH SMP SAJA.... IJAZAH SMA NYA TERSIMPAN RAPIH DI BAWAH GORONG-GORONG BERSANA IJAZAH BAPAKNYA....‼️ #ManaIjazahSMAGibran #ManaIjazahSMAGibran 🆘🆗 https://t.co/VBuuUrO8mU;intoleran
ArdieSuhardi321;Sat Dec 07 00:49:16 +0000 2024;MIFTAH DENGAN SIKAP KSATRIA MENGAKUI KESALAHANNYA DAN DAN AMBIL SIKAP MUNDUR DARI JABATANNYA.... FUFUFAFA YANG MENJADI AIB NASIONAL KAPAN SIKAP GENTLEMANNYA MUNDUR...‼️ #KapanGibranMundur #KapanGibranMundur 🆘🆗 https://t.co/bMrDyXM2Dc;intoleran
ArdieSuhardi321;Fri Dec 06 08:40:22 +0000 2024;ALHAMDULILLAH... HARUS GENTELMAN MENGAKUI KESALAHAN DAN MUNDUR... SEMOGA SIFAT KSATRIA INI JUGA DI IKUTI OLEH GIBRAN SI FUFUFAFA....‼️ #ParcokPembunuhRakyat #ParcokPembunuhRakyat 🆘🆗 https://t.co/7xdjLEIX1K;intoleran
ArdieSuhardi321;Tue Nov 26 08:27:42 +0000 2024;MULYONO ORA TENANG... ANIES BASWEDAN MENJADI MOMOK MENAKUTKAN...‼️ Part. 2 #TumbangkanRidwanKamil #TumbangkanRidwanKamil 🆘🆗 https://t.co/horeI1qW01;intoleran
ArdieSuhardi321;Tue Nov 26 08:21:24 +0000 2024;MULYONO ORA TENANG... ANIES BASWEDAN MENJADI MOMOK YANG MENSKUTKAN.... ROCKY GERUNG DAN AWALIL RIZKY BONGKAR KEPANIKAN KIM PLUS + MULYONO....‼️ #TumbangkanRidwanKamil #TumbangkanRidwanKamil 🆘🆗 https://t.co/RqQxUtSIF9;intoleran
ArdieSuhardi321;Mon Nov 25 02:42:34 +0000 2024;KUBU KIM PLUS SUPER PANIK.... MULYONO SUPER PANIK BONEKANYA TAKUT KALAH DI PILKADA DKI JAKARTA SETELAH ANIES MERAPAT DI KUBU PRAMONO-RANO....‼️ #TangkapMaruararRasis #TangkapMaruararRasis 🆘🆗 https://t.co/dlDvn3QX5B;intoleran
ArdieSuhardi321;Sun Nov 24 01:28:52 +0000 2024;RIDWAN KAMIL NEMPERLIHATKAN KEDUNGUAN TERTINGGI DALAM BERPOLITIK... RIDWAN KAMIL SINGGUNG SOAL JANDA KETIKA BERKAMPANYE.... ROCKY GERUNG KERITIK PEDAS : DUNGU....‼️ #JokowiGibranPerusakNKRI #JokowiGibranPerusakNKRI 🆘🆗 https://t.co/pgqAVYh3BP;intoleran
ArdieSuhardi321;Sun Nov 24 01:09:41 +0000 2024;JOKOWI JAHAT CULAS DAN BENGIS.... ANIES BASWEDAN NYATA DI KRIMINALISASI LEWAT FORMULA E... JOKOWI SANGAT KHAWATIR DENGAN MUNCULNYA ANIES BASWEDAN OLEH KARENANYA ANUES HARUS DI HABISIN...‼️ #JokowiGibranPerusakNKRI #JokowiGibranPerusakNKRI 🆘🆗 https://t.co/tmpUOMtNaU;intoleran
ArdieSuhardi321;Sat Nov 23 02:09:01 +0000 2024;PENEGAK HUKUM GAK PUNYA NYALI UNTUK BERANTAS PENAMBANG LIAR... JEJAK TAMAK KORUPSI TIMAH 271 T RUSAK HUTAN BAKAU....‼️ #RevolusiBasmiOligarki #RevolusiBasmiOligarki 🆘🆗 https://t.co/QJEHfN9mTL;intoleran
ArdieSuhardi321;Sat Nov 23 02:04:35 +0000 2024;DPR DAN PEMERINTAH ADALAH PENGECUT DALAM PEMBERANTASAN KORUPSI... FERI AMSARI DPR PENGECUT DALAM PEMBERANTASAN KORUPSI KARENA UU YANG DIBUAT UNTUK ORANG TUA YANG BERMASALAH UMURNYA 50 TAHUN....‼️ #RevolusiBasmiOligarki #RevolusiBasmiOligarki 🆘🆗 https://t.co/PrzxObkJqX;intoleran
ArdieSuhardi321;Sat Nov 23 01:57:30 +0000 2024;KEDUNGUAN TERTINGGI DALAM POLITIK.... RIDWAN KAMIL SINGGUNG SOAL JANDA KETIKA BERKAMPANYE... ROCKY GERUNG KRITIK PEDAS DUNGU....‼️ #RevolusiBasmiOligarki #RevolusiBasmiOligarki 🆘🆗 https://t.co/zUWgMoRrHN;intoleran
ArdieSuhardi321;Fri Nov 22 10:45:45 +0000 2024;BEBASKAN TOM LEMBONG SEKARANG JUGA TOM LEMBONG TIDAK BERSALAH DIA HANYA NENJALANKAN PERINTAH JOKOWI.... KEJAGUNG STOP KRIMINALISASI TOM LEMBONG....‼️ #GantungMatiAguanPIK2 #GantungMatiAguanPIK2 🆘🆗 https://t.co/E3gzxEGsNZ;intoleran
ArdieSuhardi321;Fri Nov 22 02:04:49 +0000 2024;RK OON BIN IDIOT... REKLAMASI KALAU TIDAK MENYEROBOT TANAH-TANAH RAKYAT GAK MASALAH... BEDA HALNYA DENGAN PIK YANG MERAMPAS TANAH RAKYAT BERKEDOK PSN DENGAN HARGA MURAH....‼️ #GantungMatiAguanPIK2 #GantungMatiAguanPIK2 🆘🆗;intoleran
ArdieSuhardi321;Fri Nov 22 01:37:26 +0000 2024;KASUS IMPOR GULA TOM LEMBONG SUDAH DAPAT PERSETUJUAN JOKOWI TERUNGKAP DALAM PERSIDANGAN PRA PERADILAN.... SEMAKIN SERU NIH... SERET JOKOWI KE PERSIDANGAN UNTUK PERTANGGUNG JAWABAN....‼️ #GantungMatiAguanPIK2 #GantungMatiAguanPIK2 🆘🆗 https://t.co/uUX2jihRbI;intoleran
ArdieSuhardi321;Thu Nov 21 02:14:31 +0000 2024;BOCIL DONGOK BISANYA APA SIH... LAPOR MAS WAPRES HANYA PENCITRAAN SAJA HANYA PENGEN NONGOL TERUS DI MEDIA....‼️ #FufufafaBocilIdiot #FufufafaBocilIdiot 🆘🆗 https://t.co/3DxlUNwO8y;intoleran
ArdieSuhardi321;Thu Nov 21 02:00:10 +0000 2024;SAID DIDU DIKRIMINALISASI.... PENGACARA UNGKAP MODUS AROGANSI AGUAN DI PSN PIK2....‼️ #FufufafaBocilIdiot #FufufafaBocilIdiot 🆘🆗 https://t.co/t4pTLreDHu;intoleran
ArdieSuhardi321;Wed Nov 20 02:27:19 +0000 2024;BIKIN GEGER.... INI BARU BENAR... EKS LOYALIS JOKOWI INI BELA SAID DIDU DI KASUS PIK2 YANG MENJERATNYA....‼️ #RebutKembaliTanahPIK2 #RebutKembaliTanahPIK2 🆘🆗 https://t.co/87o30l1tPY;intoleran
ArdieSuhardi321;Wed Nov 20 00:22:29 +0000 2024;PENINGGALAN MULYONO BIN JOKOUN BAK KOTA HANTU.... SUASANA KOTA MISTERI YANG TAK BERPENGHUNI....‼️ #AdiliJokowiLawanAguan #AdiliJokowiLawanAguan 🆘🆗 https://t.co/uJZOaiF08C;intoleran
ArdieSuhardi321;Tue Nov 19 10:56:40 +0000 2024;MENANTI KESAKSIAN BUDIE ARIE.... BUDIE ARIE DIDUGA OTAK DARI PARA PELINDUNG 1.000 SITUS JUDOL.....‼️ #AdiliJokowiLawanAguan #AdiliJokowiLawanAguan 🆘🆗 https://t.co/CqmrPgE1gP;intoleran
ArdieSuhardi321;Tue Nov 19 05:34:51 +0000 2024;RAKYAT MENJERIT DIMANA HATI NURANI KALUAN.... KAMI DAN SELURUH RAKYAT INDONESIA SANGAT TIDAK IHLAS DAN SANGAT TIDAK SETUJU DENGAN PPN YANG DINAIKKAN KENJADI 12 %....‼️ #AdiliJokowiLawanAguan #AdiliJokowiLawanAguan 🆘🆗 https://t.co/HIgmRhIkuV;intoleran
ArdieSuhardi321;Tue Nov 19 05:17:37 +0000 2024;TANGKAP DAN ADILI JOKOWI KARENA DIALAH YANG MEMBERIKAN KARPET MERAH UNTUK AROGANSI OLIGARKI INI....‼️ #AdiliJokowiLawanAguan #AdiliJokowiLawanAguan 🆘🆗 https://t.co/WUf2JemS0R;intoleran
ArdieSuhardi321;Sun Nov 17 01:50:11 +0000 2024;KABINET KOK ISINYA MALING KABEH.... GEGER... ALVIN LIM SEBUT KABINET PRABOWO ISINYA MALING NETIZEN : PERUSAK INDONESIA....‼️ #GibranBagiSusuSafa #GibranBagiSusuSafa #SaveSaidDidu 🆘🆗 https://t.co/c9RueK4CTX;intoleran
ArdieSuhardi321;Fri Nov 08 10:37:26 +0000 2024;GIBRAN SI FUFUFAFA GAK BECUS KERJA.... DENNY SIREGAR KRITIK WAPRES GIBRAN YANG KERJANYA BAGI-BAGI SUSU... WARGANET OBSESI DAN KEAHLIAN FUFUFAFA....‼️ #GantungMatiOligarki #GibranBencanaNasional 🆘🆗 https://t.co/YHHTuHSXzI;intoleran
ArdieSuhardi321;Fri Nov 08 10:28:52 +0000 2024;MULYONO BIANG RUSAK DEMOKRASI INDONESIA.... LAGU HARYATI DIPLESETIN JADI ENAK JUGA YAH....‼️ #GantungMatiOligarki #GibranBencanaNasional 🆘🆗 https://t.co/YrTo7486mv;intoleran
ArdieSuhardi321;Wed Nov 06 05:03:44 +0000 2024;MAKIN ANEH DAN MENCURIGAKAN... KPK TURUN TANGAN PERIKSA LHKPN TOM LEMBONG.... PENGALIHAN ISU ZAROF DAN FUFUFAFA....‼️ #JokowiKleptokrasi #JokowiKleptokrasi 🆘🆗 https://t.co/XnM0K3E84i;intoleran
ArdieSuhardi321;Wed Nov 06 01:32:28 +0000 2024;TERLALU BANYAK KEJAHATAN JOKOWI KEPADA RAKYAT INDONESIA... PERTANYAANNYA... APAKAH PRABOWO BERANI MENANGKAP DAN MENGADILI JOKOWI....⁉️ RAKYAT MENAGIH JANJI PRABOWO JANGAN CUMAN OMON-OMON....‼️ #JokowiKleptokrasi #JokowiKleptokrasi 🆘🆗 https://t.co/GDWAr8UItn;intoleran
ArdieSuhardi321;Wed Nov 06 01:27:08 +0000 2024;TANGKAP SEGERA DAN ADILI JOKOWI CS... MEREKA HARUS BERTANGGUNG JAWAB ATAS RUSAKNYA EKOSISTEM ALAM KARENA AMBISI PRIBADI DAN KORPORASINYA....‼️ #JokowiKleptokrasi #JokowiKleptokrasi 🆘🆗 https://t.co/B8N6gROJeA;intoleran
ArdieSuhardi321;Tue Nov 05 03:22:31 +0000 2024;WAJIB TURUNKAN BOCIL GIBRAN SI FUFUFAFA....‼️ #Reuni411IslamBangkit #TurunkanFufufafa #TurunkanFufufafa 🆘🆗 https://t.co/Bb5pntiqjT;intoleran
ArdieSuhardi321;Tue Nov 05 01:31:12 +0000 2024;REKAYASA DI BALIK KASUS TOM LEMBONG.... KEJAGUNG HARUS MEMERIKSA SEMUA MENDAG DI ERA JOKOWI YANG MENGIMPOR GULA DENGAN ALASAN KEBIJAKANNYA SEHINGGA MERUGIKAN NEGARA....‼️ #Reuni411IslamBangkit #TurunkanFufufafa #TurunkanFufufafa 🆘🆗 https://t.co/cmp8gm5Ieg;intoleran
ArdieSuhardi321;Tue Nov 05 01:13:07 +0000 2024;TANGKAP JOKOWI.... TEGAS... AKTIVIS INI DESAK PRABOWO SEGERA TANGKAP JOKOWI....‼️ #Reuni411IslamBangkit #TurunkanFufufafa #TurunkanFufufafa 🆘🆗 https://t.co/hvmhGkmW4e;intoleran
ArdieSuhardi321;Thu Oct 24 09:04:59 +0000 2024;SELAMA 10 TAHUN BERKUASA JOKOWI MEMPERLIHATKAN KESERAKAHANNYA.... SEMUA DI TERABAS....‼️ #OrangDongokGilaJabatan #OrangDongokGilaJabatan 🆘🆗 https://t.co/WEhs6d2OJo;intoleran
ArdieSuhardi321;Wed Oct 23 02:00:37 +0000 2024;MENTERI KACAU.... WADUH.... MENTERI DESA YANDRI SUSANTO DILAPORKAN KE BAWASLU.... LOYALIS ANIES KRITIK PEMBUSUKAN POLITIK....‼️ #UsutIjazahPalsuJokowi #UsutIjazahPalsuJokowi #FufufafaWapresIlegal 🆘🆗 https://t.co/QKDxcornqT;intoleran
